MMT,CNF,Gelatin,Glycerol,TransVis,RR,TensileStrength
9.057025007,52.1595519,14.27629774,24.53489781,81.36975862,0.498455398,42.69960231
1.366378596,48.80055546,24.85140425,25.0731672,84.26561065,0.181163589,28.74508866
6.362880545,35.32876667,46.01484895,12.32724135,71.77049504,0.531503596,77.02834676
45.39490542,1.76039313,51.28958988,1.583269914,61.58154072,0.828376953,107.7553074
49.31813103,8.221727233,23.32653419,19.00350046,66.82256035,1.044524004,83.99288627
5.946613239,38.71246638,31.89408475,23.6052637,83.64062355,0.387047866,58.62215814
52.08616695,1.865925716,22.8210178,23.36622678,67.10478586,0.926071069,33.91405235
40.72792488,23.13429192,25.75170834,10.44243673,76.44582547,0.862387221,16.29412519
40.25669882,26.61154832,30.4840814,2.66322738,76.52172604,0.760192887,45.69575027
52.828126,21.52155329,16.20156086,9.333238248,53.53526807,0.937139302,78.43255639
12.29870036,38.70124965,35.74823669,13.32513375,77.41120942,0.754435471,96.53124788
1.076554456,70.01292608,19.28572794,9.515124576,86.1335443,0.570463877,76.21381721
20.52690564,39.51299573,27.02664059,13.00833563,77.38926603,0.81228413,37.73159883
29.46069618,28.05426057,12.36283576,30.11950449,73.25456967,0.570641461,25.51999272
71.69646919,2.06178223,24.85130673,1.408490677,21.27565678,0.994715476,92.09475101
39.58502702,33.96416986,17.26187718,9.008891379,70.62349593,0.748689232,65.8445895
41.82268825,26.94059399,10.81904486,20.4110182,77.34356474,0.545535736,73.75857577
43.51239923,37.59754157,6.065825691,12.80360585,71.41635321,0.775063167,107.9665336
47.53551736,18.71566461,15.11321989,18.71428647,66.84810211,0.726152415,67.82962964
44.15434701,11.66488808,33.71237743,10.4574971,52.36256372,0.812789037,37.34746324
46.81713814,19.39334516,32.19949281,1.628706757,56.626905,0.984396612,89.58191372
13.90266113,36.95805852,30.5165572,18.62356312,81.15026573,0.667575976,43.04760651
4.581475209,48.07453951,14.3827888,33.03649882,83.9749577,0.276340465,33.78914869
71.57614799,1.959064649,24.96134316,1.46000028,21.24875989,0.92885953,92.07270429
8.273082357,34.26865878,3.396948722,54.20541241,78.48548307,0.625377371,11.84662343
51.21041675,27.86318576,19.32322694,1.612150288,70.10372617,0.805834695,41.22393466
1.564014811,53.67229312,18.18541881,26.64609677,82.01919344,0.136066566,14.64544021
17.75857542,29.50069853,49.2436157,3.603654572,80.73462621,0.623192386,21.89904425
71.60496881,2.132014136,24.93666726,1.391095215,21.33592147,1.02923709,92.04670493
4.950844609,34.45674266,1.181256518,59.46454138,80.05193993,0.315149686,4.970380994
24.00607585,33.57078728,19.99481365,22.21274436,74.66492964,0.653917739,90.38475818
23.21471326,37.33079028,34.3591008,5.042883229,79.29004078,0.726436615,64.65695234
13.85762779,37.03275383,30.6172235,18.61978633,81.07782022,0.678588323,42.98081656
10.11122983,52.00216059,19.74981913,17.98204169,80.8982339,0.420722016,51.57652735
24.04206213,33.54206153,20.10874725,22.21401431,74.60199662,0.681787454,90.18031942
56.86711497,28.52835555,4.940272538,9.900121143,82.54010184,0.774415633,49.95922429
55.03743173,15.06126554,11.34184709,18.48615322,44.95509675,0.837730947,56.54830381
1.353576743,38.89760199,38.81905716,20.89582843,81.97016417,0.130091413,11.28849087
39.65745255,33.96593746,17.35088738,9.165958544,70.68758642,0.683259692,65.79341763
9.007005368,52.17662146,14.29601813,24.5540049,81.36136219,0.391769887,42.60630869
27.31170778,35.4329771,11.40422943,25.90225036,75.51816647,0.781956177,37.95800969
1.738330059,64.86424096,22.35796093,11.14839486,86.77041662,0.936556904,42.90948813
60.90838571,14.39043829,11.75137724,12.96060885,30.0181092,1.028496507,46.09249223
35.53039418,21.82419647,17.41096145,25.20980634,72.92222718,0.696788199,30.40504453
60.86721564,14.34444613,11.75193011,12.92306292,30.07009609,0.947174572,46.09882923
46.73353608,19.3705454,32.11603696,1.59149806,56.56416815,0.950108552,89.68399713
8.379291801,36.00410653,47.01451708,8.615717266,71.45883064,0.552256849,55.02152339
47.7477536,15.44624814,14.72223343,22.03505812,66.98084255,0.711742128,43.18691632
62.91749172,22.51742106,11.0732664,3.577818921,35.43573794,0.746815827,113.5883828
3.105441368,63.48780618,28.62833548,4.595628466,80.29341923,0.153905441,138.9082586
5.131316481,50.51368188,22.52792259,21.90532165,84.07940305,0.440000492,20.94009588
5.079158258,48.4943192,28.63444366,17.68943166,82.94792727,0.447704702,96.41966796
32.96407626,23.84129405,34.24432276,9.05075233,77.36062113,0.67234277,54.91777126
19.7236906,32.70752328,29.77350971,17.78677416,78.55210308,0.409554521,49.10016817
32.82927458,24.04863454,41.85098049,1.330422197,70.8471868,0.740302818,60.48568358
8.954491349,50.88942541,11.60493891,28.63001897,86.02670084,0.286231802,39.6506466
51.2278723,27.84934216,19.32698516,1.566211112,70.06315924,0.922930553,41.16129381
45.49183006,34.64810004,6.504619814,13.26056088,81.79821303,0.685547761,59.58250014
38.42902141,31.08120456,9.267796055,21.22937898,78.32576581,0.840579051,51.18736006
47.77257333,15.3935573,14.66718932,22.07334096,66.92145866,0.61475579,43.24626804
1.80002245,33.89223441,60.7370333,3.703863042,80.75891236,0.117949612,30.23219769
1.739790841,64.74937902,22.30608632,11.11839384,86.69143241,0.923789786,42.96746895
46.70397763,10.92251132,26.34245551,16.01921992,56.47510279,0.948468378,58.04129587
2.492156091,49.24202627,15.06430142,33.08871256,86.47944586,0.205157417,45.2997014
8.466211155,50.01391189,28.17664302,13.41634041,80.23849081,0.681489723,65.46298405
1.916762927,40.00939778,14.08858059,44.02479507,86.03650641,0.143121094,24.80764648
52.75301489,6.604245663,34.78756314,5.851458157,42.71201006,0.755775807,17.35583373
75.71717873,6.571266824,11.5276985,6.221460903,31.74028883,0.963301053,60.93131364
1.707068051,33.74726876,60.77593041,3.76629046,80.62098555,0.181366149,30.16241581
23.92985427,41.41580658,33.43033622,1.344023904,81.09086669,0.851483036,23.07224938
27.33055815,35.40392713,11.49463729,25.82987438,75.58058508,0.79360216,37.90079586
27.20739733,35.43386765,11.41534202,25.84374034,75.52490775,0.859753805,37.96807927
32.86667015,24.0639749,41.96235251,1.216691589,70.80605262,0.783708515,60.53776199
1.624973978,33.86440452,60.65117344,3.753375217,80.62838338,0.146822181,30.37446035
43.45847895,37.56201717,5.99072949,12.84350458,71.52117691,0.743094424,107.9720665
2.630700249,41.43839485,6.365885468,49.54706062,84.26728565,0.145850237,10.67392549
11.09639041,56.70318014,26.40772377,5.728722938,84.38380978,0.595081686,33.2616148
58.48983771,3.231121257,24.19725521,14.2394657,34.33912263,0.928131855,67.57342965
35.61426047,21.7443952,17.50723484,25.19701789,72.82635943,0.732792751,30.33578669
66.65072367,13.06673688,13.99764881,6.352050797,37.23066832,0.922937723,132.8275335
32.98841403,35.0622251,4.632344237,27.53558482,80.98371828,0.710489423,30.40212649
2.693953185,41.42968636,6.444877357,49.65836883,84.30776287,0.227862018,10.74479758
12.36564847,43.58595758,30.62982274,13.46118194,79.59921327,0.701910573,73.81372039
60.936644,14.46645018,11.71813433,12.9386069,30.05241959,0.940117035,46.18785333
5.030828739,42.51271837,44.47815765,8.152784008,73.80684981,0.297669588,102.4561105
39.52897336,33.92273041,17.31015256,9.164339318,70.67842063,0.825515269,65.83087887
40.72444287,35.60315211,15.10990574,8.6502088,76.74759463,0.769236518,47.7997495
40.79891344,23.36479654,8.664156436,27.23854653,80.76150139,0.610164508,73.99672332
52.00712852,26.95241622,2.038571431,19.04261343,68.02885861,0.869957669,34.77657106
64.16616638,1.819638629,21.26037299,12.65378254,28.25370358,0.909511093,105.4359795
51.84661822,20.45236734,18.48683716,9.220449557,41.50651044,0.595284572,34.87564147
43.72163102,21.85866459,33.49905428,1.168850252,66.44273623,0.748054857,21.33504409
1.7648908,64.78972097,22.32552434,11.15516846,86.70028352,0.957561539,42.96072824
1.846983926,61.73609367,14.23471366,22.09272142,84.65494326,0.164566806,52.6385647
38.4929092,31.0153168,9.20496031,21.30504261,78.27640939,0.739403157,51.18487267
49.41603169,11.28484609,16.41600517,22.84009499,33.76421557,0.782379032,31.76360696
12.27009499,51.23784303,32.43470974,4.178537977,80.1047326,0.557551698,73.62607894
27.27963869,35.39628743,11.46951255,25.79829744,75.56820217,0.831392031,37.81558264
2.296488237,57.90781502,3.419088247,36.32125704,84.55687865,0.781231921,19.45312978
37.16020699,19.32012315,22.27682082,21.22584065,70.24116985,0.8001626,67.90356088
33.06904637,35.03109125,4.658795142,27.34316606,80.98704144,0.657953074,30.40858793
23.21765579,37.44515407,34.48405838,4.877793308,79.36488478,0.778766107,64.58863697
47.40595089,18.74726621,15.16502868,18.68629651,66.75075964,0.67293336,67.72987461
19.74522905,32.67147629,29.76776464,17.76837316,78.48521763,0.524576332,49.04939022
50.16318744,10.05167609,38.16573855,1.626371559,63.22963753,0.643219851,34.91714032
1.307747206,48.81503572,24.78074882,25.06675719,82.23274342,0.150026128,7.912800533
18.93297014,38.49534628,6.130065254,36.4973949,83.42606907,0.745975732,32.40623483
1.611430598,53.54324592,18.1797075,26.64720732,83.06034222,0.15406526,28.02735192
52.02153914,26.96049502,1.825805108,19.24607302,67.97104271,0.778937454,34.82945325
6.429828989,39.68680713,1.279926485,52.6287262,85.66918704,0.653310035,6.579687142
52.03979441,1.763896973,22.8469556,23.26820824,67.16925514,0.91926134,33.83402113
1.021270928,70.17596428,19.22300909,9.582784135,86.00430552,0.607404566,76.19939866
75.55592236,6.602003945,11.57872266,6.17099502,31.72035419,0.99365225,60.9237954
39.16666699,13.32867099,32.08496414,15.36056955,67.90151208,0.930710471,53.19537474
51.9987852,26.90725441,1.942863336,19.11062894,68.01361702,0.894335389,34.85764813
62.89835295,22.57723372,11.08680583,3.541303215,35.44738503,0.633247089,113.4535658
35.71764595,29.59003965,8.575162743,26.24520593,54.47509296,0.878831863,32.45304254
23.18728241,37.38978146,34.4628525,5.034148716,79.39973907,0.810758654,64.68972869
9.094697599,52.06864566,14.2720754,24.58757416,81.34528333,0.374250137,42.66219123
24.89483365,38.31716173,13.75237014,23.02433264,78.18342964,0.774671299,53.96821987
45.45967471,1.753903873,51.35124277,1.508799799,61.55645206,0.850680282,107.7272501
52.97112534,15.56368312,28.67843681,2.774294633,43.13396321,0.787886019,56.26818472
1.935458966,42.29627939,12.33187539,43.44349688,81.78331042,0.140567403,11.98847865
4.537986206,41.09713341,2.89270067,51.50526515,85.7780056,0.177678639,12.45541356
54.99007063,15.0758033,11.32526641,18.55732983,44.99707198,0.795700564,56.47289798
5.563834494,46.39580223,12.1522788,35.94026381,85.67452994,0.316066973,34.42259711
52.87585791,15.51597811,28.69920131,2.702491028,43.17771597,0.894823211,56.26345721
5.219953032,48.42397936,28.71395668,17.63825298,82.97315406,0.468860714,96.33114335
58.47796033,3.260824967,24.10297963,14.37484815,34.3954043,0.939599444,67.49404459
3.30999867,47.73023419,41.30001173,7.595834734,74.87596013,0.159592501,129.2169981
38.53226614,3.932581304,51.15953629,6.270211195,67.71678869,0.736118056,81.59497159
13.98190974,36.96831334,30.60485913,18.58444362,81.05898848,0.697722625,42.93797774
42.83972095,35.30917348,3.286702518,18.4993453,75.07457985,0.670360958,66.27414942
66.64530837,13.12219888,13.92067686,6.325621506,37.27502683,0.933829391,132.8127398
3.142009416,32.73517116,51.6663511,12.31787212,73.70657677,0.422389014,47.21234243
32.95447823,34.99801054,4.563405418,27.48608013,80.94161263,0.76568106,30.38958135
28.2940976,29.16152949,14.67511805,27.91203842,75.38331286,0.848549607,40.21273984
1.802188436,47.03800015,49.32047576,1.765332934,76.89673453,0.050027359,63.94437985
8.216985907,34.23572041,3.341203383,54.16276157,78.30964751,0.553570466,11.84607836
39.24646771,13.43489324,32.07839454,15.29043492,67.90191091,0.902620745,53.21280108
51.95525864,26.94209462,1.919919689,19.06810515,68.00324791,0.822021644,34.75893143
40.16971776,29.68738253,9.917869131,20.09256712,76.28643566,0.780313313,42.10205033
9.00070067,52.13182897,14.36351118,24.60511524,81.36414921,0.449812287,42.66025012
5.168824218,50.48514892,22.427368,21.86984994,84.15319169,0.323168972,20.94660208
37.69572089,5.546166554,46.87131235,10.06386689,65.33012365,0.883369113,14.4194278
58.44474799,3.213900241,24.1372456,14.31123361,34.32836968,0.851873382,67.57908793
9.046825118,45.56210773,36.46501711,9.070862126,83.04160978,0.655950937,125.9700544
24.08669246,33.62504039,19.99033485,22.19214381,74.61114936,0.646714599,90.28443969
9.011862343,50.73419369,11.52913761,28.57039172,86.01051418,0.433575534,39.62877845
32.75115269,24.1369008,41.81316831,1.300992784,70.74725254,0.825952517,60.43699124
12.33485496,43.51451207,30.67017363,13.38995806,79.69486964,0.665297352,73.80311941
66.6099488,13.12566613,13.91964972,6.28605226,37.1941998,0.990468282,132.8433791
17.61759546,29.50636045,49.19484921,3.60252572,80.70665598,0.671268186,21.88015341
15.41134463,38.90923521,2.315921,43.37534191,85.85328346,0.602703241,20.91669514
6.317582215,32.13330264,59.54982475,1.973495478,82.5312671,0.602855462,10.36588611
41.69124147,4.83671337,35.19713994,18.28150887,68.02633544,0.475512621,81.70675745
2.031382151,43.28015753,22.41309644,32.30037539,84.94227374,0.904937861,37.61865477
30.3283961,29.59304988,10.33627442,29.65484462,76.04566683,0.719379533,28.13916742
4.436022744,41.18386486,2.898631202,51.41412899,85.66956429,0.163465306,12.53317478
45.42017971,1.726258477,51.28924925,1.531006261,61.5370444,0.735933423,107.7377989
40.11063781,29.66704805,9.997333648,20.1741477,76.23606326,0.820672652,42.11860797
5.147469107,34.36791525,1.19469868,59.39007857,80.00459528,0.349676545,5.033300187
71.5559532,2.049684082,24.89843402,1.413699371,37.07429003,1.015395494,49.85168056
32.7579869,27.45772293,20.50322049,19.21564412,75.92038376,0.642777342,41.53628218
5.607062356,46.36328601,12.15160013,35.88926635,85.71434842,0.242257839,34.43081201
43.01906134,20.35447916,34.34725208,2.086161823,67.66203039,0.944880785,69.70987118
33.1292312,34.90457328,4.527736699,27.28987372,81.09258758,0.718748494,30.35420793
8.997092542,45.50034128,36.51044293,9.011760505,83.01701468,0.718554568,125.9892043
45.4236433,34.59892761,6.525806474,13.2532413,81.75401244,0.693254718,59.63828049
71.62287835,2.060380961,24.91317343,1.475877179,21.25300916,1.006773606,91.95851289
13.82725866,36.97432395,30.64926211,18.54612018,81.09684731,0.734896295,43.08594921
40.34543763,26.69703189,30.40908948,2.805496128,76.41997388,0.749046637,45.60890043
40.85906193,23.29066851,8.674205066,27.19561611,80.67688293,0.640927332,74.00127012
40.14722689,29.6224354,10.02885422,20.14885405,76.23169487,0.792742189,42.04922253
65.0787009,2.858622217,17.602423,14.42632989,21.47185949,0.933935666,95.68910369
32.75373406,27.46349028,20.43830086,19.31503006,76.0289538,0.697998523,41.45785019
51.28615428,27.84120765,19.27749228,1.586691719,70.14377842,0.805278516,41.28227151
40.76922717,23.11630128,25.74498347,10.4373252,76.40809285,0.848515981,16.23520658
58.40419803,3.123307607,24.09096867,14.24267133,34.29548464,0.955497629,67.56185919
33.63666147,12.71223022,52.11782655,1.424717069,69.38123234,0.78729625,14.3602874
64.37024866,1.820491391,21.31760806,12.72622875,48.31335405,0.888464373,54.61278136
35.73393195,29.67389652,8.476712406,26.32626515,77.76771324,0.606280493,12.40422367
68.63305755,7.853028639,19.20711506,4.2772827,32.80978006,0.919009154,52.70984999
13.82368906,36.98522123,30.75161103,18.64923398,81.00478051,0.685164342,43.09209401
32.98741787,34.98578602,4.624290976,27.42963028,81.0124754,0.79606797,30.38360504
52.76015254,6.596534859,34.83658566,5.898061045,42.7155935,0.770351607,17.20143749
58.3915818,3.17603205,24.12587632,14.26704835,34.35398912,0.935396436,67.68171513
47.77508389,3.867001446,40.43577449,7.76707526,65.21965375,0.612544509,20.17764371
64.26192451,1.729918561,21.29824404,12.70903961,28.35981092,0.919236759,105.4042361
6.37923512,39.62200688,1.313805679,52.64515784,85.56783427,0.593270345,6.652562689
32.8032026,24.11681917,41.80434709,1.269455945,70.82222995,0.846408675,60.55037134
9.631476433,38.78093877,15.48458801,36.20305751,75.59363967,0.529010473,11.94439987
2.620518376,41.28116179,6.39174129,49.52668588,84.35010962,0.172725213,10.7474867
47.37865422,18.7404954,15.14711554,18.67683582,66.75594143,0.791146576,67.69678534
1.615335822,53.57910457,18.28151016,26.65660464,83.05510667,0.105272705,27.97690259
3.317372658,47.68060949,41.35312039,7.636578955,74.79898466,0.139008875,129.3243626
32.78755122,24.13633266,41.79279726,1.249137571,70.95237242,0.81670307,60.49972234
15.63375312,43.43213283,36.15436239,4.800128705,78.1568281,0.631371442,40.21257111
2.545026702,47.41767646,25.99812489,24.00281545,80.39918366,0.291586613,45.43299483
2.27241887,51.05980422,37.5676594,9.184877744,78.70899989,0.328146124,43.12935159
27.22768787,35.34504614,11.50250055,25.866013,75.52977323,0.840016887,37.85022896
34.51776707,14.73378153,45.87883408,4.783080012,67.08515018,0.873801874,38.58078132
